,Precipitation,netSSR,SSR,Evaporation,Temperature,TotalCloudCover,SnowDensity,WindSpeed10m,SurfacePressure
1968-01-01 06:00:00,0.0037384033,5247488.0,7866368.0,-0.0003702715,272.12158,0.52448565,173.29686,1.8968782,91788.75
1968-02-01 06:00:00,0.0025482178,7426048.0,9457664.0,-0.0006362833,278.0979,0.76471573,181.99217,1.3805714,92303.25
1968-03-01 06:00:00,0.002322197,11915591.0,15212012.0,-0.0013140775,278.67944,0.50042504,137.0078,1.6657801,92431.25
1968-04-01 06:00:00,0.0009469986,16143872.0,19371008.0,-0.002248954,285.8883,0.44393498,99.999985,1.6305332,92583.5
1968-05-01 06:00:00,0.0065727234,18202112.0,21893632.0,-0.0029432885,291.5963,0.58456165,99.999985,1.6911182,92513.75
1968-06-01 06:00:00,0.003080368,17933312.0,21497856.0,-0.0032731667,292.08423,0.54874295,99.999985,1.5213499,92492.06
1968-07-01 06:00:00,0.0001373291,21385216.0,25736192.0,-0.0026683472,295.57104,0.14497375,99.999985,1.650383,92451.94
1968-08-01 06:00:00,0.0008907318,17925632.0,21566464.0,-0.0013494119,294.5205,0.27453613,99.999985,1.9179182,92247.75
1968-09-01 06:00:00,0.0010490417,14915410.0,17924280.0,-0.0011429042,291.78967,0.29606628,99.999985,1.6750269,92408.94
1968-10-01 06:00:00,0.0025634766,9228288.0,11018240.0,-0.00069970265,285.17358,0.5063722,99.999985,1.3078136,92722.25
1968-11-01 06:00:00,0.0030097961,5430784.0,6390784.0,-0.0006158054,281.89185,0.7097066,104.249985,1.3022203,92390.5
1968-12-01 06:00:00,0.0042676926,3217920.0,4257792.0,-0.00029126927,275.86353,0.81835157,140.35936,1.3985262,92011.875
1969-01-01 06:00:00,0.003818512,3966464.0,5943296.0,-0.00025940314,273.7334,0.72704643,201.2578,1.517005,92199.75
1969-02-01 06:00:00,0.0024662018,7340032.0,8821248.0,-0.0007851012,278.31274,0.69877607,151.61717,1.6995354,91914.06
1969-03-01 06:00:00,0.004245758,7665886.0,9437331.0,-0.0010319725,279.12646,0.8533629,130.42967,1.3940668,91985.94
1969-04-01 06:00:00,0.0016880035,15928832.0,19158528.0,-0.0022390597,282.76453,0.5195499,107.83592,1.8684092,92313.69
1969-05-01 06:00:00,0.0012073517,19737600.0,23730688.0,-0.00298284,291.69824,0.3857292,99.999985,1.6326733,92491.25
1969-06-01 06:00:00,0.0010032654,20312064.0,24313856.0,-0.0023949072,293.45532,0.36172485,99.999985,2.1720629,92094.75
1969-07-01 06:00:00,0.0010204315,20347392.0,24508416.0,-0.0016171932,294.40186,0.26565552,99.999985,1.7638226,92590.19
1969-08-01 06:00:00,0.00091171265,18382336.0,22106624.0,-0.0015131235,295.21558,0.25167847,99.999985,1.4907656,92400.31
1969-09-01 06:00:00,0.0023269653,12183929.0,14661352.0,-0.0011735559,291.87,0.51556396,99.999985,1.4023514,92678.44
1969-10-01 06:00:00,0.0005340576,9268736.0,11059200.0,-0.0007109903,284.8252,0.48394692,99.999985,1.2130404,92872.19
1969-11-01 06:00:00,0.0013694763,7227392.0,8502272.0,-0.00046765804,282.82227,0.4310313,100.83592,1.5066824,92597.69
1969-12-01 06:00:00,0.0044116974,3688960.0,4582400.0,-0.00042084605,277.14087,0.8166285,136.72655,1.5756569,91698.875
1970-01-01 06:00:00,0.0028533936,4480512.0,5387264.0,-0.0004394129,277.90308,0.7861722,133.96092,1.3907957,92151.25
1970-02-01 06:00:00,0.0023488998,8502272.0,10728448.0,-0.0008386448,277.89355,0.58916825,132.1953,1.8688841,91790.0
1970-03-01 06:00:00,0.0023937225,11449416.0,14412561.0,-0.001356706,279.96143,0.62007034,133.10155,1.8006573,91986.94
1970-04-01 06:00:00,0.0015506744,17027584.0,20425728.0,-0.0024303533,285.4453,0.47682083,101.35155,2.05124,92225.56
1970-05-01 06:00:00,0.0027542114,18274304.0,22094336.0,-0.0027558617,286.7339,0.48920327,104.80467,2.0481415,92199.0
1970-06-01 06:00:00,0.0021648407,20476928.0,24509440.0,-0.0031606741,292.68677,0.33203125,99.999985,1.6279335,92494.94
1970-07-01 06:00:00,0.003271103,20069376.0,24169472.0,-0.003239017,294.729,0.26774597,99.999985,1.5343266,92280.81
1970-08-01 06:00:00,0.00041389465,18733056.0,22517248.0,-0.0019996949,295.28784,0.20613098,99.999985,1.6013117,92383.94
1970-09-01 06:00:00,0.001209259,14422511.0,17342576.0,-0.0012732483,291.05664,0.29162598,99.999985,1.2110453,92655.44
1970-10-01 06:00:00,0.002128601,9363456.0,11169792.0,-0.0009176545,284.92773,0.43201667,101.36717,1.5995665,92673.06
1970-11-01 06:00:00,0.00032901764,7709184.0,9069568.0,-0.0005448833,281.13843,0.37664795,99.999985,1.5220585,92615.81
1970-12-01 06:00:00,0.0016365051,5236224.0,6232064.0,-0.00031980127,276.22534,0.569454,128.10155,1.4877243,92680.5
1971-01-01 06:00:00,0.0024900436,4373504.0,5481472.0,-0.00042812526,277.60205,0.7946311,138.66405,1.4998655,92447.375
1971-02-01 06:00:00,0.0027227402,7346688.0,9142272.0,-0.00068198144,275.9253,0.65108365,131.82811,1.6427689,91924.25
1971-03-01 06:00:00,0.00390625,10388630.0,13762606.0,-0.0010890216,277.20068,0.6609934,137.54686,1.8207741,91876.81
1971-04-01 06:00:00,0.0022172928,15049216.0,18073088.0,-0.00216474,283.47375,0.5737831,100.76561,1.7002153,92221.44
1971-05-01 06:00:00,0.0028972626,18444288.0,22212608.0,-0.0029617473,289.95935,0.5109613,99.999985,1.6352453,92220.06
1971-06-01 06:00:00,0.0015449524,20841472.0,24921088.0,-0.003085263,293.4016,0.29426575,99.999985,1.8920622,92277.375
1971-07-01 06:00:00,0.003238678,18774016.0,22626304.0,-0.0028068647,293.11182,0.3475845,99.999985,1.4732933,92378.94
1971-08-01 06:00:00,0.002937317,17756672.0,21351424.0,-0.0029224008,294.557,0.3056978,99.999985,1.3174849,92486.375
1971-09-01 06:00:00,0.0031356812,12733373.0,15328258.0,-0.0018458441,288.6792,0.47343445,99.999985,1.3445435,92644.81
1971-10-01 06:00:00,0.001121521,10311168.0,12374016.0,-0.001218047,283.9956,0.43511963,104.92186,1.4383736,93048.625
1971-11-01 06:00:00,0.0016441345,6763008.0,8044544.0,-0.0006120838,280.40845,0.5309467,120.60155,1.5486593,92354.31
1971-12-01 06:00:00,0.00187397,5143040.0,6781952.0,-0.00032687187,275.53564,0.47491622,163.33592,1.693984,92828.875
1972-01-01 06:00:00,0.0048885345,2471424.0,3520512.0,-0.00024266168,275.98535,0.94118965,160.29686,1.4403181,92552.625
1972-02-01 06:00:00,0.00379467,4424192.0,6250496.0,-0.00038553402,276.25366,0.8596994,208.70311,1.3527145,92499.06
1972-03-01 06:00:00,0.0017910004,11365382.0,13729165.0,-0.0013326444,280.22375,0.60261893,116.749985,1.5479975,92409.875
1972-04-01 06:00:00,0.006008148,13480960.0,16196608.0,-0.0020766035,285.1703,0.6674216,99.999985,1.7250938,91746.06
1972-05-01 06:00:00,0.0021877289,19488768.0,23452672.0,-0.0031531416,288.85352,0.40583038,99.999985,1.6976538,92230.81
1972-06-01 06:00:00,0.001449585,20416000.0,24422400.0,-0.0029892884,294.19458,0.3699909,99.999985,1.7815943,92317.94
1972-07-01 06:00:00,0.004722595,18207232.0,21937152.0,-0.0027308278,294.7622,0.4226532,99.999985,1.634408,92136.375
1972-08-01 06:00:00,0.0014896393,16952832.0,20407296.0,-0.0021498613,294.22998,0.35479736,99.999985,1.5679264,92321.81
1972-09-01 06:00:00,0.0018577576,11468083.0,13818147.0,-0.0014756098,290.2245,0.6149292,99.999985,1.3881302,92469.625
1972-10-01 06:00:00,0.006160736,7763456.0,9290752.0,-0.0010279566,282.4685,0.6540088,108.27342,1.5464888,92443.25
1972-11-01 06:00:00,0.0003604889,7251456.0,8524800.0,-0.0006872006,281.15308,0.48152745,100.8203,1.4403658,92726.25
1972-12-01 06:00:00,0.0009880066,3416064.0,4128768.0,-0.00028306618,275.28198,0.78491634,117.86717,1.0134335,93366.81
1973-01-01 06:00:00,0.0026664734,3771904.0,5651456.0,-0.00024567172,273.14453,0.73774207,173.2578,1.4362879,92754.19
1973-02-01 06:00:00,0.002632141,7299584.0,9476608.0,-0.000715144,276.3601,0.6443603,152.8203,1.6798553,91836.94
1973-03-01 06:00:00,0.0036964417,8955196.0,12183267.0,-0.0009351559,276.48047,0.68058383,151.45311,1.6930838,92386.06
1973-04-01 06:00:00,0.0017547607,16700928.0,20054016.0,-0.0022996962,282.98486,0.49948168,103.55467,2.0354881,91978.81
1973-05-01 06:00:00,0.0012340546,19756032.0,23763968.0,-0.0028990954,290.86084,0.40188986,99.999985,1.794775,92545.75
1973-06-01 06:00:00,0.00207901,20302336.0,24295424.0,-0.0024985075,292.83594,0.37727827,99.999985,1.7439356,92503.44
1973-07-01 06:00:00,0.0033073425,19794432.0,23830528.0,-0.0030906685,295.46655,0.2447815,99.999985,1.652442,92164.44
1973-08-01 06:00:00,0.0016441345,16569856.0,19942400.0,-0.0021264702,293.3722,0.3454132,99.999985,1.2709045,92617.56
1973-09-01 06:00:00,0.0020580292,12885722.0,15504830.0,-0.0016919486,291.7273,0.39059448,99.999985,1.2777634,92613.81
1973-10-01 06:00:00,0.0025596619,9437184.0,11282944.0,-0.0012064353,286.0923,0.51353455,109.39842,1.4945269,92639.31
1973-11-01 06:00:00,0.0019016266,6682624.0,7880704.0,-0.0005635768,279.00513,0.4544983,103.98436,1.4943104,92699.0
1973-12-01 06:00:00,0.0018606186,4020736.0,5336064.0,-0.00030132383,276.5298,0.7012156,148.71092,1.382514,92596.875
1974-01-01 06:00:00,0.0020723343,4665856.0,6315008.0,-0.00040945783,274.32983,0.6837232,142.6953,1.3916035,92779.0
1974-02-01 06:00:00,0.004333496,6276608.0,7707648.0,-0.00070533156,277.8523,0.75151783,125.07811,1.546423,92133.25
1974-03-01 06:00:00,0.0030212402,9829985.0,12309846.0,-0.0011545941,279.58313,0.6823407,131.37498,1.3274536,92438.5
1974-04-01 06:00:00,0.0032367706,13487104.0,16312320.0,-0.0019472204,281.688,0.6512559,105.64061,1.6433296,91952.06
1974-05-01 06:00:00,0.0019378662,17847296.0,21509120.0,-0.002879817,287.37415,0.47119832,99.999985,1.8597107,92081.375
1974-06-01 06:00:00,0.0026874542,20664320.0,24739840.0,-0.0033034943,292.50635,0.33843994,99.999985,1.9339647,92188.875
1974-07-01 06:00:00,0.00032043457,21673472.0,26085376.0,-0.002251353,295.26416,0.12387085,99.999985,1.6873713,92411.875
1974-08-01 06:00:00,0.0014305115,18360320.0,22089216.0,-0.001237791,295.39856,0.22499114,99.999985,1.5608444,92438.94
1974-09-01 06:00:00,0.00076675415,14445307.0,17366604.0,-0.0012740716,291.39868,0.32052612,99.999985,1.5619564,92496.94
1974-10-01 06:00:00,0.002336502,10116096.0,12069888.0,-0.0008685924,286.50244,0.52729046,100.08592,1.7896557,92127.875
1974-11-01 06:00:00,0.002817154,5970944.0,7041024.0,-0.0005819276,279.99023,0.5977259,101.124985,1.3151922,92573.31
1974-12-01 06:00:00,0.0018777847,5915136.0,7344128.0,-0.0004242845,275.6477,0.4363116,145.6953,1.5074434,92501.06
1975-01-01 06:00:00,0.00039100647,5818368.0,7841792.0,-0.0003724508,273.85352,0.4564199,185.96873,1.4468937,92702.5
1975-02-01 06:00:00,0.002231598,7598080.0,10104832.0,-0.0006223656,274.47778,0.5564189,142.51561,1.4628334,92623.06
1975-03-01 06:00:00,0.0020370483,12066343.0,14864410.0,-0.0013222583,280.88794,0.61532027,124.7578,1.6824169,92023.69
1975-04-01 06:00:00,0.0013751984,16952832.0,20346880.0,-0.0021629818,284.67395,0.42839777,100.0078,1.8661776,92182.375
1975-05-01 06:00:00,0.002281189,18163712.0,21883392.0,-0.0028113388,289.55176,0.46745944,99.999985,1.6173582,92192.875
1975-06-01 06:00:00,0.005537033,19363840.0,23205376.0,-0.0031126589,292.56177,0.43644089,99.999985,1.6844788,92177.375
1975-07-01 06:00:00,0.00088119507,19675648.0,23690240.0,-0.0027411096,294.89722,0.25242615,99.999985,1.497508,92240.75
1975-08-01 06:00:00,0.0031585693,17407488.0,20954112.0,-0.002817586,293.10986,0.27639496,99.999985,1.4813852,92335.5
1975-09-01 06:00:00,0.0007171631,14766419.0,17749920.0,-0.001786679,292.46545,0.26081872,99.999985,1.4024267,92812.375
1975-10-01 06:00:00,0.0017318726,9861632.0,11769856.0,-0.001104638,284.79517,0.5072479,99.999985,1.4863691,92729.375
1975-11-01 06:00:00,0.0028266907,4379136.0,5607424.0,-0.0005688481,279.6272,0.77303594,120.89842,1.4726267,92580.19
1975-12-01 06:00:00,0.0018978119,4827648.0,5839872.0,-0.00036763027,276.10645,0.5532579,146.99217,1.367094,92758.875
1976-01-01 06:00:00,0.0008773804,6703616.0,8216576.0,-0.00048455596,275.47827,0.47947884,137.72655,1.6008396,92111.0
1976-02-01 06:00:00,0.0035171509,5980160.0,8619520.0,-0.00046431646,274.6045,0.6704161,155.10155,1.4710636,92710.81
1976-03-01 06:00:00,0.0024414062,9667074.0,11865336.0,-0.0011086501,278.4447,0.7243155,137.56248,1.4181786,92300.06
1976-04-01 06:00:00,0.0022773743,16418304.0,19761664.0,-0.0022941642,283.6422,0.48891395,105.67186,1.7235384,92049.31
1976-05-01 06:00:00,0.003753662,15908352.0,19210240.0,-0.002695974,287.98816,0.6536428,99.999985,1.4009676,92356.19
1976-06-01 06:00:00,0.0052261353,19288576.0,23116800.0,-0.0034414232,291.1388,0.49064636,99.999985,1.4407749,92482.75
1976-07-01 06:00:00,0.00365448,19307520.0,23270400.0,-0.0034590028,293.14282,0.33961535,99.999985,1.4430285,92243.375
1976-08-01 06:00:00,0.001663208,17799680.0,21431808.0,-0.0024556033,291.6256,0.24182129,99.999985,1.4403076,92503.44
1976-09-01 06:00:00,0.00030136108,14930071.0,17954040.0,-0.0016307831,289.55273,0.23165888,99.999985,1.5766306,92548.19
1976-10-01 06:00:00,0.0029239655,8204800.0,9798144.0,-0.0008940324,286.47424,0.63677835,99.999985,1.3801498,92361.81
1976-11-01 06:00:00,0.0034008026,5407744.0,6540288.0,-0.000600785,280.7434,0.6374678,109.10936,1.4409342,92527.375
1976-12-01 06:00:00,0.001914978,4416000.0,5414912.0,-0.00043226033,276.85083,0.6901805,139.27342,1.4559727,92227.625
1977-01-01 06:00:00,0.0009613037,6035968.0,7216128.0,-0.00045973435,276.22583,0.644561,137.16405,1.3981609,92541.125
1977-02-01 06:00:00,0.0010490417,9613824.0,11370496.0,-0.0009857789,281.03418,0.55552363,101.999985,1.734849,92283.19
1977-03-01 06:00:00,0.00082588196,13402832.0,16144984.0,-0.0014497787,281.37097,0.5255353,110.79686,1.7751522,92794.06
1977-04-01 06:00:00,0.0014133453,17371136.0,20848640.0,-0.0018416382,284.3546,0.43994713,101.42186,1.9800282,92053.56
1977-05-01 06:00:00,0.0015029907,19385856.0,23326720.0,-0.0020187385,290.48096,0.43946236,99.999985,1.7054043,92420.0
1977-06-01 06:00:00,0.0011463165,21054976.0,25191936.0,-0.0019582957,294.31323,0.2935118,99.999985,1.774723,92179.125
1977-07-01 06:00:00,0.00086402893,21581824.0,25957888.0,-0.0015075579,297.5276,0.12835997,99.999985,1.9529486,92231.69
1977-08-01 06:00:00,0.00049591064,18804736.0,22612480.0,-0.00091636553,295.98828,0.14103699,99.999985,1.7520466,92331.875
1977-09-01 06:00:00,0.002325058,13428488.0,16161324.0,-0.0011831075,289.89124,0.401474,99.999985,1.5486908,92643.06
1977-10-01 06:00:00,0.0009250641,9998336.0,11930624.0,-0.00075930357,284.58813,0.40127563,99.999985,1.2834568,92975.81
1977-11-01 06:00:00,0.0018806458,6286336.0,7389184.0,-0.0005544424,283.1211,0.62782186,99.999985,1.4824228,92287.56
1977-12-01 06:00:00,0.0018920898,4657664.0,6176768.0,-0.0003303662,274.53418,0.56183225,153.39842,1.6075945,92609.5
1978-01-01 06:00:00,0.0032997131,4408832.0,6461440.0,-0.0002645105,273.48193,0.65500164,162.65623,1.6160965,92308.75
1978-02-01 06:00:00,0.0020065308,7747584.0,9891328.0,-0.00069787726,278.00415,0.7186276,146.5078,1.6255007,91798.31
1978-03-01 06:00:00,0.0022068024,12066255.0,14636543.0,-0.0014090613,280.40454,0.57792974,119.531235,1.8529634,92065.56
1978-04-01 06:00:00,0.0037612915,14648832.0,17610240.0,-0.002147831,282.80798,0.64078104,100.82811,1.9220772,91881.44
1978-05-01 06:00:00,0.0019302368,18997760.0,22884864.0,-0.0028253607,288.0735,0.43081814,102.01561,1.9336424,92241.19
1978-06-01 06:00:00,0.002500534,22323200.0,26694656.0,-0.0030015558,293.68262,0.2809143,99.999985,2.1099958,92322.875
1978-07-01 06:00:00,0.00023841858,21182976.0,25504256.0,-0.0015322529,296.16406,0.17487186,99.999985,1.7086048,92413.125
1978-08-01 06:00:00,0.00075149536,18577408.0,22342656.0,-0.0013587959,294.28235,0.20314026,99.999985,1.4749956,92514.81
1978-09-01 06:00:00,0.0042209625,13559400.0,16308541.0,-0.0015746094,289.02637,0.42079163,99.999985,1.7983427,92330.56
1978-10-01 06:00:00,0.0032100677,8693760.0,10695168.0,-0.00092748925,283.89966,0.56133246,108.85155,1.4360228,92717.44
1978-11-01 06:00:00,0.0011005402,6947840.0,8538112.0,-0.000418894,276.08765,0.41072136,158.82811,1.2900791,93152.75
1978-12-01 06:00:00,0.0021533966,4817408.0,6049792.0,-0.00041330233,278.50317,0.6034808,142.71873,1.6462278,92212.44
1979-01-01 06:00:00,0.0021514893,5779456.0,7450624.0,-0.0004943907,274.93604,0.5712236,148.10155,1.7343559,92089.19
1979-02-01 06:00:00,0.0026512146,6177792.0,7845888.0,-0.0007104948,277.5183,0.80173934,127.21092,1.6251965,92076.56
1979-03-01 06:00:00,0.0011386871,12863120.0,15465972.0,-0.0014888719,281.21838,0.5141819,115.812485,1.6150818,92283.125
1979-04-01 06:00:00,0.0031929016,14120960.0,17000448.0,-0.0020597018,282.00952,0.6239087,104.08592,1.8490181,92098.75
1979-05-01 06:00:00,0.007127762,17382400.0,20945408.0,-0.0029798932,288.02283,0.62163854,99.999985,1.366291,92497.25
1979-06-01 06:00:00,0.002193451,20402176.0,24403968.0,-0.0036661811,293.0183,0.45606768,99.999985,1.559186,92515.19
1979-07-01 06:00:00,0.0014801025,20269056.0,24405504.0,-0.0030692853,293.99756,0.23505402,99.999985,1.4575758,92596.75
1979-08-01 06:00:00,0.00090026855,17241600.0,20758016.0,-0.0020585246,293.81836,0.26664424,99.999985,1.5765419,92288.25
1979-09-01 06:00:00,0.0013847351,14672189.0,17636352.0,-0.0016175583,290.38953,0.37620854,99.999985,1.4285507,92777.5
1979-10-01 06:00:00,0.0029144287,7720448.0,9231360.0,-0.0010119379,285.06958,0.6621585,109.72655,1.3984203,92660.125
1979-11-01 06:00:00,0.006747246,5331456.0,6270976.0,-0.0006855242,281.2019,0.6526492,103.74217,1.5492916,92339.06
1979-12-01 06:00:00,0.002855301,5151744.0,6120448.0,-0.00051535293,277.9756,0.6012099,116.812485,1.5972528,92418.375
1980-01-01 06:00:00,0.0024757385,4410368.0,6487040.0,-0.0003200695,273.01294,0.6262822,161.67967,1.5067472,92358.375
1980-02-01 06:00:00,0.0020046234,6797312.0,8997376.0,-0.0006063394,275.6089,0.66572374,144.95311,1.379672,92593.5
1980-03-01 06:00:00,0.0030879974,10399703.0,13031198.0,-0.0012312531,279.27173,0.688661,136.64842,1.6703854,92054.56
1980-04-01 06:00:00,0.0022449493,16018432.0,19269632.0,-0.0022533387,282.5608,0.54408824,105.1328,1.6820307,92047.81
1980-05-01 06:00:00,0.0038414001,15856640.0,19139584.0,-0.0025958233,286.4193,0.59400743,99.999985,1.8302765,92058.5
1980-06-01 06:00:00,0.0018806458,21421568.0,25632768.0,-0.0035314038,292.5022,0.30523682,99.999985,1.8312759,92294.81
1980-07-01 06:00:00,0.00063323975,21211136.0,25518080.0,-0.0023400337,296.2622,0.13176227,99.999985,1.6559772,92275.94
1980-08-01 06:00:00,0.0012302399,17906688.0,21545984.0,-0.0016733371,295.3728,0.22506809,99.999985,1.3863335,92467.94
1980-09-01 06:00:00,0.00032234192,14287923.0,17179866.0,-0.0007904433,291.49878,0.24569702,99.999985,1.2702608,92799.125
1980-10-01 06:00:00,0.004501343,9516032.0,11351552.0,-0.00095161796,286.96143,0.5115101,99.999985,1.7140522,92454.75
1980-11-01 06:00:00,0.0015964508,6692864.0,7866368.0,-0.00076308846,282.69775,0.5831203,99.999985,1.5796947,92525.125
1980-12-01 06:00:00,0.002735138,6124544.0,7208960.0,-0.00054072216,276.63184,0.4554265,118.499985,1.6737156,92285.875
1981-01-01 06:00:00,0.0036296844,4669952.0,6944768.0,-0.00040005147,272.07227,0.6722825,155.22655,2.0363998,91864.375
1981-02-01 06:00:00,0.0033397675,5938176.0,9360896.0,-0.00038813055,274.69263,0.5980967,191.70311,1.6178751,92343.19
1981-03-01 06:00:00,0.0020217896,12272056.0,14908876.0,-0.001426097,281.76013,0.61265695,120.14842,1.5992403,92221.44
1981-04-01 06:00:00,0.002248764,16701952.0,20065280.0,-0.002387751,284.03516,0.4129001,103.812485,1.7459135,92370.875
1981-05-01 06:00:00,0.0017814636,17896960.0,21561344.0,-0.002706483,286.96472,0.4992236,99.999985,1.60674,92346.31
1981-06-01 06:00:00,0.0020389557,21853184.0,26115584.0,-0.0031366944,294.4485,0.2511902,99.999985,1.5587254,92455.0
1981-07-01 06:00:00,0.0009822845,20372480.0,24530432.0,-0.0020075962,294.59668,0.21446824,99.999985,1.7146225,92392.19
1981-08-01 06:00:00,0.0023288727,17642496.0,21229568.0,-0.0021362193,293.85974,0.25439453,99.999985,1.436141,92563.81
1981-09-01 06:00:00,0.0010147095,14733748.0,17707408.0,-0.0016808771,291.24744,0.27445984,99.999985,1.3863058,92682.81
1981-10-01 06:00:00,0.0013847351,10484736.0,12500480.0,-0.00094476715,287.9978,0.376158,99.999985,1.515131,92659.44
1981-11-01 06:00:00,0.0024662018,7012864.0,9004032.0,-0.0005957708,277.32812,0.3660177,131.58592,1.7034912,92552.81
1981-12-01 06:00:00,0.0023822784,5015552.0,6339584.0,-0.0004229732,277.87524,0.6208049,140.01561,1.6682291,91677.0
1982-01-01 06:00:00,0.0007543564,5250048.0,6645760.0,-0.00044534355,275.83643,0.617616,129.84373,1.3357992,92593.81
1982-02-01 06:00:00,0.0026779175,6837760.0,8900096.0,-0.0005238019,274.19238,0.6239513,151.74217,1.5133457,92624.0
1982-03-01 06:00:00,0.0025234222,11269818.0,13844942.0,-0.0012462884,278.35498,0.5598778,140.05467,1.6690359,92373.625
1982-04-01 06:00:00,0.0038394928,14401024.0,17493504.0,-0.0020797364,282.7771,0.6175468,122.531235,1.5574284,92034.56
1982-05-01 06:00:00,0.004611969,18058752.0,21750272.0,-0.003060609,288.16272,0.5514547,99.999985,1.4321423,92764.06
1982-06-01 06:00:00,0.0005722046,21879808.0,26159104.0,-0.0036740042,294.0056,0.22424316,99.999985,1.7161789,92516.875
1982-07-01 06:00:00,0.000541687,20408320.0,24564736.0,-0.002742622,294.7362,0.18283081,99.999985,1.6462183,92444.06
1982-08-01 06:00:00,0.0012722015,18205696.0,21906944.0,-0.00213819,295.04077,0.19770813,99.999985,1.4375858,92475.94
1982-09-01 06:00:00,0.0015163422,14684412.0,17654592.0,-0.0016361587,292.24573,0.28053284,99.999985,1.2652521,92880.56
1982-10-01 06:00:00,0.0023956299,8076800.0,9636864.0,-0.0010639802,286.25635,0.623597,100.20311,1.3637772,92640.75
1982-11-01 06:00:00,0.0038051605,6343168.0,7560192.0,-0.00057207793,279.23438,0.5509906,129.6953,1.295145,92898.375
1982-12-01 06:00:00,0.0018157959,4865024.0,5805056.0,-0.0004762821,277.77637,0.62383777,131.48436,1.4632254,92447.94
1983-01-01 06:00:00,0.0008716583,6748672.0,8541184.0,-0.00047820434,275.23657,0.38523918,141.64842,1.6640224,92927.625
1983-02-01 06:00:00,0.0021476746,8461312.0,11163648.0,-0.00073020905,273.89746,0.4606331,140.3828,1.7811909,92339.44
1983-03-01 06:00:00,0.0021305084,13003161.0,15941364.0,-0.0013957657,279.51453,0.45464092,140.85155,1.7863874,92469.81
1983-04-01 06:00:00,0.0013599396,18088960.0,21725184.0,-0.0025267005,285.79468,0.41287768,114.062485,1.6626244,92331.5
1983-05-01 06:00:00,0.0011768341,19649536.0,23664128.0,-0.002854146,289.61768,0.36501914,99.999985,1.702466,92253.625
1983-06-01 06:00:00,0.004518509,18839552.0,22584320.0,-0.003170427,290.985,0.45512605,99.999985,1.5008974,92473.125
1983-07-01 06:00:00,0.003932953,19586560.0,23596544.0,-0.0035228953,294.56836,0.31272888,99.999985,1.5108805,92451.31
1983-08-01 06:00:00,0.0012054443,18025472.0,21707264.0,-0.0023685098,293.32825,0.25465912,99.999985,1.3492928,92520.75
1983-09-01 06:00:00,0.0012168884,14138586.0,17013232.0,-0.0017329715,290.02734,0.3126831,99.999985,1.4176168,92628.875
1983-10-01 06:00:00,0.0010623932,10380288.0,12389888.0,-0.0010595098,284.5791,0.38511658,100.187485,1.399168,92958.125
1983-11-01 06:00:00,0.0021305084,5119488.0,6024192.0,-0.00060495734,279.7024,0.7346548,105.999985,1.3038588,92545.25
1983-12-01 06:00:00,0.006416321,3447296.0,5206016.0,-0.00012173131,275.2119,0.71039486,229.55467,1.5579119,92578.5
1984-01-01 06:00:00,0.0016613007,5971968.0,7432192.0,-0.00044625625,276.1753,0.55519295,211.96873,1.4559069,92332.875
1984-02-01 06:00:00,0.0027370453,4640256.0,5980160.0,-0.0005496852,276.8994,0.91077584,130.03905,1.442956,92407.44
1984-03-01 06:00:00,0.0026874542,10712427.0,13077299.0,-0.0013055243,278.24292,0.66000855,126.9453,1.6596861,91951.75
1984-04-01 06:00:00,0.004102707,13301248.0,16011264.0,-0.0019530728,281.82605,0.725556,100.04686,1.5458899,92089.125
1984-05-01 06:00:00,0.0013256073,19827200.0,23861760.0,-0.0031471252,288.89783,0.33601856,99.999985,1.9531212,92154.75
1984-06-01 06:00:00,0.0011386871,21693440.0,25957376.0,-0.002916716,292.3313,0.22019958,99.999985,1.854805,92484.44
1984-07-01 06:00:00,0.00016593933,21894656.0,26353152.0,-0.0018088408,295.04663,0.13842773,99.999985,1.7831783,92529.94
1984-08-01 06:00:00,0.0029296875,16669696.0,20085248.0,-0.0019955896,292.92944,0.3500824,99.999985,1.4651585,92537.56
1984-09-01 06:00:00,0.0002632141,15333265.0,18432096.0,-0.0017263629,291.37964,0.23772985,99.999985,1.6528568,92420.125
1984-10-01 06:00:00,0.0003376007,11052032.0,13175296.0,-0.0008457452,288.29834,0.41496277,99.999985,1.3846359,92985.375
1984-11-01 06:00:00,0.0014629364,5764096.0,6793216.0,-0.00053406134,281.2754,0.6552726,107.45311,1.3435135,92583.75
1984-12-01 06:00:00,0.0018863678,4299776.0,5317632.0,-0.00035355985,275.7854,0.66558456,117.20311,1.2911425,92900.44
1985-01-01 06:00:00,0.0037765503,4686336.0,6286336.0,-0.00036680326,275.06958,0.66675574,148.41405,1.5132723,91943.44
1985-02-01 06:00:00,0.0012931824,8581632.0,10723328.0,-0.0006993264,274.08813,0.4685974,123.4453,1.8153639,92371.69
1985-03-01 06:00:00,0.0029716492,8320229.0,10051677.0,-0.0010610186,278.7975,0.801701,120.937485,1.572092,92448.94
1985-04-01 06:00:00,0.0024814606,16911872.0,20294144.0,-0.0024678595,285.28418,0.44153672,101.249985,2.010045,92119.5
1985-05-01 06:00:00,0.002729416,18480128.0,22235136.0,-0.0030781664,290.26672,0.4855128,99.999985,1.5637636,92209.56
